reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
7815ac8d-7a1e-4fe2-9b3c-a835f6d4be65,Markwilson Rivera,https://play-lh.googleusercontent.com/a/ALm5wu3a2-4dFwJZLDJ7Q85hN7G6U0lxHlb6osMs86RH=mo,nice,1,0,1.7.26.7851,2022-11-03 21:44:37,,
8fb0e3c9-93a0-43b4-a547-a7c0da149ef5,Than Htike,https://play-lh.googleusercontent.com/a-/ACNPEu87I9ItUrPgxNFMC_uze4Cft7BrfWCXHL6sQIQt,very bad game at matchs,1,0,1.7.26.7851,2022-11-03 21:44:09,,
b1573f61-edb5-4275-ba2d-145da34ed69f,Min Khant,https://play-lh.googleusercontent.com/a/ALm5wu2wLHGkIN34r4JfdG5R8DmifBmx7sQ2ejjBQzI=mo,Fk game. Useless reduce its rating pls boycott it,1,0,,2022-11-03 21:41:41,,
7f21db89-2337-409d-894e-2b674306b121,Charlyn Lee,https://play-lh.googleusercontent.com/a/ALm5wu3YbK4ox8F9biFyLR6VWvzJp9oYTruUZnWvrnBy=mo,"Not a fair environment. You and your allies are all low ranks, but the enemies are all high ranks. This game sucks.",1,0,1.6.85.7481,2022-11-03 21:39:49,,
1b249dd0-0603-48ac-b4e3-d689bae4d90d,Jason Tamor,https://play-lh.googleusercontent.com/a/ALm5wu1T6lnD9gnud5cu_vbG23WfMxjrlGrHqa4mc43U=mo,ANG cute mo ihh,1,0,,2022-11-03 21:38:00,,
2f9afb61-77e2-4696-838f-957e46948e20,JOHN VINCENT BALTAZAR,https://play-lh.googleusercontent.com/a/ALm5wu24m2Rvf5t6XumfJO3YI72BqCZQbR2YrylgGWgH=mo,Not good bad ms,1,0,1.7.26.7851,2022-11-03 21:36:50,,
46ca0c62-4321-4b85-894c-46e402008fe3,ishak idzrai,https://play-lh.googleusercontent.com/a/ALm5wu2DM8GtT7jCdMwCLpSu7T3ibdkDRE42vBc_CBf4=mo,Bad matchmaking... Pairing with idiot acc.,1,0,1.7.20.7851,2022-11-03 21:32:43,,
a604a603-2df0-4811-bc9a-465aae0b9749,Aldren Mangaporo,https://play-lh.googleusercontent.com/a/ALm5wu10nUlni12yINTTiJkQz6pMtf8mqxYIz5G3cX3q=mo,11:11 event nyu bulok,1,1,1.7.20.7851,2022-11-03 21:32:30,,
a4526e79-a8b4-40d6-9b9e-91091c650524,Chloe Belle Cartagena,https://play-lh.googleusercontent.com/a-/ACNPEu-cji_X38VDzhxxhCeONEYWT5ajJQsEmoylI4RXRA,Lylia epic skin pls,1,1,1.7.26.7851,2022-11-03 21:31:18,,
b6c8cb64-e858-484b-8ae5-ce9e7f0593e9,Nathan Dedomo,https://play-lh.googleusercontent.com/a/ALm5wu087kyD-S9Q7X5ufTkew_5Jq2wElAMDv5by-HSs=mo,Ang panget na laro walang kwenta ka moonton bweset ka potangina mo mamatay kana mawala kana sa mundong laro ka,1,0,1.7.26.7851,2022-11-03 21:27:28,,
